GeneID,GeneSymbol,GeneBiotype,VH09_S40,VH06_S37,VH03_S34,VH02_S33,VH10_S41,VH11_S42,VH07_S38,VH04_S35,VH05_S36,VH12_S43,VH08_S39,VH01_S32
ENSMUSG00000102079,Gm21879,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100449,Gm28757,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101990,Gm20856,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000099642,Gm28348,lincRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101354,Gm28973,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101835,Gm21734,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102127,Gm28972,lincRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000099362,Gm28970,lincRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000099921,Gm28971,lincRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095705,Gm24828,rRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100581,Gm21785,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095650,Gm20854,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000099477,Gm28349,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102092,Gm21892,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101989,Gm28346,lincRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100288,Gm28345,lincRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000099341,Gm29090,lincRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101282,Gm28152,lincRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094937,Gm23770,rRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101221,Gm21881,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000099992,Gm21435,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101346,Gm29505,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101230,Gm21862,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102061,Gm28823,lincRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101961,Gm28220,lincRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100240,Gm20820,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101347,Gm28219,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000099824,Gm28218,lincRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093928,Gm23863,rRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100116,Gm20861,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000099524,Gm20860,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100854,Gm28057,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101092,Gm21796,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100817,Gm29302,lincRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102110,Gm28440,lincRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100973,Gm29299,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000099588,Gm29298,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100028,Gm29092,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100350,Gm29091,lincRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100887,Gm29297,lincRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100655,Gm21462,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101670,Gm21470,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100773,Gm28366,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101829,Gm21752,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000099496,Gm28365,lincRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094399,Gm21477,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000099912,Gm28368,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100377,Gm28369,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100243,Gm28367,lincRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101902,Gm29115,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102132,Gm21813,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000099856,Gm20906,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101241,Gm29111,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100695,Gm28110,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101866,Gm28109,lincRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101931,Gm28108,lincRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100355,Gm28107,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101646,Gm28106,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101250,Gm28105,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100352,Gm28104,lincRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100682,Gm28103,lincRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101915,Gm28102,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100746,Gm28716,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000099675,Gm28717,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101770,Gm28718,lincRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000099643,Gm29162,lincRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000099777,Gm21777,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100930,Gm28866,lincRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100440,Gm28405,lincRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101494,Gm21792,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000099649,Gm28406,lincRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100391,Gm28978,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101984,Gm29436,lincRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100637,Gm20819,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101850,Gm29437,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000099436,Gm28977,lincRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100067,Gm28407,lincRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100818,Gm21287,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000099529,Gm29390,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101497,Gm29391,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100870,Gm21720,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101694,Gm29392,lincRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101533,Gm29393,lincRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102045,Gm21294,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100492,Gm28672,lincRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100403,Gm21838,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000099982,Gm28670,lincRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100036,Gm28671,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101402,Gm28673,lincRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100574,Gm28674,lincRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100330,Gm28531,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100608,Gm21996,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100270,Gm21803,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102011,Gm28930,lincRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100246,Gm20879,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100533,Gm29504,lincRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096178,Gm20837,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100964,Gm29503,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000099619,Gm28300,lincRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000099399,Gm28301,lincRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095134,Mid1-ps1,unprocessed_pseudogene,11,10,5,20,10,7,7,6,2,13,11,14
ENSMUSG00000095366,Gm21860,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096768,Erdr1,protein_coding,399,738,433,326,443,206,625,564,231,450,621,510
ENSMUSG00000099871,Gm21742,unprocessed_pseudogene,0,1,0,1,1,0,1,5,0,0,3,0
ENSMUSG00000096850,Gm21748,protein_coding,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093774,Vmn1r-ps151,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093444,Vmn1r-ps152,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091539,Vmn1r238,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000063889,Crem,protein_coding,496,341,435,535,360,383,561,316,206,481,402,489
ENSMUSG00000097746,Gm6225,lincRNA,60,27,33,43,30,41,45,31,20,56,50,50
ENSMUSG00000024231,Cul2,protein_coding,1051,404,862,904,764,802,985,618,167,869,795,871
ENSMUSG00000096528,G430049J08Rik,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000024232,Bambi,protein_coding,564,906,857,513,573,595,1127,576,908,571,795,554
ENSMUSG00000088480,Gm23643,snRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084719,Gm24632,misc_RNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000024233,Lyzl1,protein_coding,1,0,0,0,0,0,2,0,1,2,0,0
ENSMUSG00000073647,Gm10557,pseudogene,498,261,361,366,296,349,459,287,154,372,388,479
ENSMUSG00000024235,Map3k8,protein_coding,1657,242,435,1249,805,643,451,501,140,1572,333,1419
ENSMUSG00000097641,Gm26865,lincRNA,99,30,74,53,51,56,47,48,16,84,55,59
ENSMUSG00000024234,Mtpap,protein_coding,958,317,569,762,578,592,675,415,129,770,652,724
ENSMUSG00000033960,Jcad,protein_coding,11086,8674,10293,6815,9212,9818,11652,8472,7593,9219,10692,8786
ENSMUSG00000097043,Gm10556,lincRNA,2,0,1,0,2,0,0,0,1,1,2,2
ENSMUSG00000024236,Svil,protein_coding,14742,8118,9497,9111,10984,12464,10449,8846,7768,12179,10082,11650
ENSMUSG00000097888,Gm26682,lincRNA,67,32,23,53,47,53,52,55,20,60,46,70
ENSMUSG00000050945,Zfp438,protein_coding,184,164,206,111,160,186,222,165,153,151,196,145
ENSMUSG00000063087,Gm10125,processed_transcript,518,411,414,397,433,455,579,385,489,583,471,468
ENSMUSG00000097926,Gm26575,sense_intronic,54,21,33,40,44,46,50,40,21,38,60,54
ENSMUSG00000103138,Gm2238,TEC,184,85,155,168,140,132,191,128,68,184,136,187
ENSMUSG00000024238,Zeb1,protein_coding,4111,2146,3281,3564,3219,3185,3795,2642,1551,3600,3507,3564
ENSMUSG00000090078,Gm16147,processed_pseudogene,158,34,96,96,110,90,100,78,18,127,101,105
ENSMUSG00000080543,Gm22709,miRNA,1,1,1,1,0,1,2,1,0,1,1,3
ENSMUSG00000041225,Arhgap12,protein_coding,1970,795,1368,1225,1237,1442,1654,1104,565,1450,1406,1384
ENSMUSG00000006740,Kif5b,protein_coding,8678,6132,6956,6713,6544,6560,8302,5134,4909,7714,6691,6888
ENSMUSG00000091165,Gm17036,antisense_RNA,10,1,9,9,11,7,6,5,0,10,2,4
ENSMUSG00000073640,Rpl27-ps3,protein_coding,0,3,2,1,1,2,2,2,2,6,3,2
ENSMUSG00000095614,Gm6291,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000024240,Epc1,protein_coding,2348,1118,1893,1605,1590,1713,2050,1401,801,1912,1913,1836
ENSMUSG00000101320,Gm28529,antisense_RNA,223,325,208,154,230,182,270,204,326,272,207,197
ENSMUSG00000084514,Mir1893,miRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000039540,4921524L21Rik,protein_coding,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000073639,Rab18,protein_coding,3089,1436,2322,2584,2173,2184,2630,1755,1023,2833,2167,2528
ENSMUSG00000061013,Mkx,protein_coding,506,117,141,434,433,334,199,150,98,482,203,469
ENSMUSG00000061802,Armc4,protein_coding,77,37,83,79,51,87,77,40,42,113,57,57
ENSMUSG00000057440,Mpp7,protein_coding,1694,477,835,1132,1079,1224,1035,675,405,1243,981,1216
ENSMUSG00000094334,Fabp5l2,processed_pseudogene,15,2,14,19,28,14,5,19,5,15,8,17
ENSMUSG00000064822,Gm24292,snRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000024283,Wac,protein_coding,4113,2047,2708,3113,2766,2820,3385,2167,1632,3798,2813,3310
ENSMUSG00000091019,Gm7502,processed_pseudogene,5,3,2,5,4,2,7,5,4,1,3,10
ENSMUSG00000092097,Gm5819,protein_coding,5,2,6,2,1,7,3,4,2,5,3,0
ENSMUSG00000093342,Gm26119,miRNA,0,0,2,0,4,0,1,1,0,0,0,0
ENSMUSG00000103172,Gm37148,TEC,0,0,0,0,0,0,4,0,0,0,0,0
ENSMUSG00000036904,Fzd8,protein_coding,703,800,1197,509,612,741,1691,657,829,643,1089,614
ENSMUSG00000036855,Gjd4,protein_coding,16,4,2,1,43,45,455,0,3,5,3,7
ENSMUSG00000024286,Ccny,protein_coding,4782,1919,2992,3595,3317,3291,3160,2245,1424,4454,3061,3865
ENSMUSG00000088996,Gm22765,snoRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000050996,Cetn1,protein_coding,0,0,1,0,0,0,3,0,0,0,0,0
ENSMUSG00000036103,Colec12,protein_coding,4450,2963,3915,3652,3086,3866,4680,3133,2224,3803,4069,3792
ENSMUSG00000091285,Gm17430,protein_coding,61,51,73,51,56,81,75,29,21,46,90,51
ENSMUSG00000098235,Gm7497,processed_pseudogene,102,92,131,66,86,201,185,103,52,83,205,104
ENSMUSG00000089054,Gm23350,snRNA,13,4,19,1,10,18,20,5,2,13,13,6
ENSMUSG00000092816,Gm23637,miRNA,4,2,2,3,0,5,3,1,0,1,2,0
ENSMUSG00000092039,Gm5501,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000024287,Thoc1,protein_coding,1399,548,982,1208,1040,956,1226,714,299,1277,953,1125
ENSMUSG00000047879,Usp14,protein_coding,1789,819,1375,1370,1164,1124,1561,963,508,1461,1303,1328
ENSMUSG00000024290,Rock1,protein_coding,5803,2251,3837,4225,3728,4114,4223,2923,1681,4646,3591,4368
ENSMUSG00000058567,Gm2531,pseudogene,126,58,85,85,80,110,108,56,46,90,83,113
ENSMUSG00000095616,Gm26244,snRNA,43,25,32,60,73,37,51,27,25,54,23,34
ENSMUSG00000042942,Greb1l,protein_coding,382,159,253,251,246,310,318,218,96,314,236,321
ENSMUSG00000105513,Gm44409,miRNA,0,1,0,1,2,4,2,1,0,1,1,0
ENSMUSG00000094111,Nutf2-ps2,processed_pseudogene,3,0,2,1,3,1,5,0,0,1,6,0
ENSMUSG00000084693,Gm24894,snoRNA,3,2,3,6,3,1,3,1,0,6,6,3
ENSMUSG00000024293,Esco1,protein_coding,1401,400,852,868,831,954,953,533,269,1077,755,808
ENSMUSG00000002477,Snrpd1,protein_coding,487,364,406,463,347,338,544,329,248,449,424,401
ENSMUSG00000002475,Abhd3,protein_coding,60,33,64,47,42,47,64,42,32,62,48,55
ENSMUSG00000097387,4930563E18Rik,lincRNA,0,0,2,1,0,0,2,0,1,0,0,3
ENSMUSG00000024294,Mib1,protein_coding,10623,5759,8204,8064,7499,7732,8751,6138,4917,9343,7858,8657
ENSMUSG00000087816,Gm25116,snoRNA,13,5,13,12,6,3,7,6,3,15,10,14
ENSMUSG00000095438,Mir133a-1hg,antisense_RNA,121,44,92,77,78,88,83,61,26,74,76,76
ENSMUSG00000065399,Mir133a-1,miRNA,23,10,11,21,16,17,18,14,8,13,29,19
ENSMUSG00000080662,Mir1b,miRNA,26,3,7,10,18,10,13,3,4,14,20,17
ENSMUSG00000106348,Mir1a-2,miRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097222,1010001N08Rik,lincRNA,100,99,158,84,89,98,151,133,107,89,125,82
ENSMUSG00000005836,Gata6,protein_coding,1672,1978,2077,1452,1504,1759,2480,1436,2186,1896,2107,1920
ENSMUSG00000041238,Rbbp8,protein_coding,1295,589,812,1018,760,803,982,693,434,984,810,963
ENSMUSG00000097440,Gm6277,antisense_RNA,157,51,94,213,142,74,83,78,50,179,78,193
ENSMUSG00000040957,Cables1,protein_coding,585,257,317,456,452,377,311,306,233,559,345,607
ENSMUSG00000084565,Mir1901,miRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000049411,Tmem241,protein_coding,575,326,416,407,394,361,506,379,268,512,493,439
ENSMUSG00000024404,Riok3,protein_coding,6550,2461,2861,4691,4079,3767,3665,2707,1848,5658,2863,5223
ENSMUSG00000084748,Gm25289,snRNA,0,0,0,0,1,0,0,0,0,0,0,1
ENSMUSG00000024410,3110002H16Rik,protein_coding,1337,710,1000,1056,1019,1164,1227,848,549,1198,1085,1150
ENSMUSG00000024413,Npc1,protein_coding,4637,2126,3501,2917,3292,3775,3618,2576,1594,3636,3474,3608
ENSMUSG00000086935,Gm15956,antisense_RNA,93,41,51,56,87,65,70,70,45,77,116,73
ENSMUSG00000057766,Ankrd29,protein_coding,200,137,216,176,184,195,207,189,85,144,215,175
ENSMUSG00000082051,Gm16072,processed_pseudogene,33,21,36,30,21,26,33,25,12,43,18,25
ENSMUSG00000024421,Lama3,protein_coding,7692,8093,9895,7429,6272,7211,10938,7823,7479,8450,10191,7563
ENSMUSG00000099663,Gm29201,processed_pseudogene,6,10,14,7,12,11,36,12,14,8,16,12
ENSMUSG00000100090,Gm29199,processed_pseudogene,14,11,29,11,10,14,37,7,13,13,23,23
ENSMUSG00000101406,Gm29200,antisense_RNA,21,36,49,16,27,14,44,38,31,26,40,28
ENSMUSG00000088342,Gm22340,rRNA,2,5,2,3,2,1,8,2,1,2,6,1
ENSMUSG00000024424,Ttc39c,protein_coding,428,285,304,239,251,255,385,193,287,273,320,250
ENSMUSG00000087950,Mir1948,miRNA,5,0,2,1,0,0,0,0,0,0,2,0
ENSMUSG00000024430,Cabyr,protein_coding,88,35,51,52,51,67,62,60,16,64,66,59
ENSMUSG00000083332,Gm7599,processed_pseudogene,12,1,3,3,6,5,3,4,1,4,7,6
ENSMUSG00000044252,Osbpl1a,protein_coding,918,728,819,643,760,678,901,753,703,792,799,653
ENSMUSG00000080866,Gm5687,processed_pseudogene,7,6,15,9,3,7,12,6,3,5,11,11
ENSMUSG00000089129,Gm26407,misc_RNA,72,36,48,49,44,33,52,37,31,55,61,53
ENSMUSG00000024423,Impact,protein_coding,1015,416,782,728,740,730,895,550,322,881,699,857
ENSMUSG00000037346,Hrh4,protein_coding,0,2,1,2,1,2,3,0,0,0,0,0
ENSMUSG00000096288,Gm22251,snRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000024420,Zfp521,protein_coding,1726,1111,1420,1249,1194,1211,1768,1234,945,1572,1643,1738
ENSMUSG00000055795,Gm5160,protein_coding,0,0,0,2,2,0,0,0,0,1,0,0
ENSMUSG00000053740,Gm6457,processed_pseudogene,2,1,3,4,2,5,0,1,2,6,2,0
ENSMUSG00000037013,Ss18,protein_coding,2365,1032,1837,1540,1502,1826,2119,1401,693,1877,1966,1813
ENSMUSG00000094306,Gm24924,snRNA,8,5,11,12,13,8,14,11,3,14,16,7
ENSMUSG00000036743,Psma8,protein_coding,18,9,4,9,14,17,10,6,5,11,10,11
ENSMUSG00000054321,Taf4b,protein_coding,470,106,138,384,303,190,188,134,86,539,125,402
ENSMUSG00000036225,Kctd1,protein_coding,732,255,302,467,318,386,300,185,239,526,295,454
ENSMUSG00000071867,Gm6304,processed_pseudogene,12,1,5,9,6,6,3,4,7,11,3,10
ENSMUSG00000024411,Aqp4,protein_coding,232,63,175,203,176,204,187,126,51,333,133,225
ENSMUSG00000047161,Chst9,protein_coding,5,0,0,0,0,1,0,1,0,0,0,0
ENSMUSG00000058064,Gm10036,protein_coding,53,26,40,31,31,30,59,43,41,43,38,34
ENSMUSG00000089454,Gm24228,snoRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000043223,Gm4835,processed_pseudogene,4,0,1,0,1,0,0,2,1,0,1,1
ENSMUSG00000088818,Gm22389,misc_RNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084643,Gm24385,misc_RNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000063628,Gm7665,processed_pseudogene,5,0,0,3,3,7,3,1,2,6,1,4
ENSMUSG00000024304,Cdh2,protein_coding,627,668,1050,701,609,608,1353,704,529,680,1077,758
ENSMUSG00000085575,Gm15485,antisense_RNA,6,9,11,9,8,11,13,15,0,6,9,13
ENSMUSG00000086095,Gm15328,lincRNA,4,0,1,3,1,2,2,1,1,2,3,3
ENSMUSG00000082608,Gm7670,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087170,1700001G01Rik,lincRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000077305,Gm22470,snoRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000088350,Gm24015,misc_RNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093274,Gm26235,miRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087960,Gm25392,misc_RNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000088417,Gm24238,rRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000059898,Dsc3,protein_coding,207,0,2,0,0,71,0,1,3,2,0,5
ENSMUSG00000024331,Dsc2,protein_coding,2922,11,58,29,40,947,27,18,11,52,26,59
ENSMUSG00000044322,Dsc1,protein_coding,0,0,1,0,0,1,0,0,0,0,1,0
ENSMUSG00000034774,Dsg1c,protein_coding,3,0,0,0,0,1,0,0,0,1,0,0
ENSMUSG00000069441,Dsg1a,protein_coding,5,0,0,0,0,25,0,0,0,3,0,1
ENSMUSG00000061928,Dsg1b,protein_coding,20,0,0,0,1,71,0,0,0,0,0,0
ENSMUSG00000001804,Dsg4,protein_coding,4,0,0,0,0,2,0,0,0,0,0,0
ENSMUSG00000056632,Dsg3,protein_coding,3606,0,2,8,16,1111,0,0,0,2,0,31
ENSMUSG00000044393,Dsg2,protein_coding,465,113,238,263,256,332,227,167,127,317,194,264
ENSMUSG00000085595,Gm16090,antisense_RNA,1,0,0,1,2,2,0,1,0,3,1,0
ENSMUSG00000061808,Ttr,protein_coding,72,5,13,10,6,20,55,4,3,23,6,15
ENSMUSG00000091449,Gm10269,protein_coding,14,8,6,12,9,7,10,6,6,10,9,10
ENSMUSG00000056124,B4galt6,protein_coding,634,289,356,487,450,502,452,300,298,520,361,463
ENSMUSG00000033382,Trappc8,protein_coding,3638,1578,2688,2521,2396,2710,3016,1931,1050,2873,2432,2670
ENSMUSG00000088549,Gm24959,snRNA,22,3,11,9,16,8,7,6,1,6,8,16
ENSMUSG00000033107,Rnf125,protein_coding,466,109,253,482,287,202,276,190,51,491,209,528
ENSMUSG00000024317,Rnf138,protein_coding,580,197,540,499,377,408,608,337,123,521,531,462
ENSMUSG00000024313,Mep1b,protein_coding,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000062962,Gm6378,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,1,1
ENSMUSG00000042680,Garem1,protein_coding,590,472,506,267,355,454,509,343,476,351,499,384
ENSMUSG00000077588,Gm24372,misc_RNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096341,Gm22886,snRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000042514,Klhl14,protein_coding,5,9,20,5,7,17,15,9,3,2,13,2
ENSMUSG00000043168,4930426D05Rik,antisense_RNA,17,13,16,3,7,5,7,13,12,5,10,3
ENSMUSG00000024306,Ccdc178,protein_coding,0,0,0,0,0,0,0,0,0,0,1,1
ENSMUSG00000045215,Asxl3,protein_coding,363,281,483,312,247,313,519,327,197,292,579,335
ENSMUSG00000041923,Nol4,protein_coding,11,10,12,19,7,11,27,11,6,12,13,4
ENSMUSG00000077680,Gm22495,snoRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000024302,Dtna,protein_coding,2846,866,1616,2085,2260,2235,1672,1522,510,2261,1557,2246
ENSMUSG00000114088,AC163102.1,antisense_RNA,95,36,52,68,78,62,38,55,13,57,47,75
ENSMUSG00000086287,Gm15972,antisense_RNA,24,7,10,11,10,22,10,10,5,21,7,15
ENSMUSG00000024277,Mapre2,protein_coding,2834,1583,3143,2346,2084,2462,3277,2303,1130,2393,3091,2488
ENSMUSG00000098607,Mir6360,miRNA,6,4,13,6,2,5,5,6,1,7,9,8
ENSMUSG00000089290,Gm23207,snRNA,10,3,9,10,6,2,5,5,1,9,11,7
ENSMUSG00000024276,Zfp397,protein_coding,2481,1369,2232,1670,1852,1841,2528,1592,795,2048,2160,1823
ENSMUSG00000024274,Zscan30,transcribed_processed_pseudogene,130,66,105,82,90,107,118,78,56,89,130,93
ENSMUSG00000063281,Zfp35,protein_coding,458,204,388,310,333,323,415,321,179,424,347,341
